Name,City,State,Enrollment,Type,Region,Adm_Rate,ACT_median,Cost,Net_Tuition,Avg_Fac_Salary,PercentFemale,PercentWhite,PercentBlack,PercentHispanic,PercentAsian,FourYearComp_Males,FourYearComp_Females,Debt_median,Salary10yr_median
Ottawa University-Surprise,Surprise,AZ,598,Private,South West,0.4663,18,41830,13803,49248,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otterbein University,Westerville,OH,2361,Private,Great Lakes,0.8102,24,44497,14994,66771,0.59375,0.885699997,0.072800002,0.0196,0.016900001,0.429718876,0.527851459,20791,43100
Ouachita Baptist University,Arkadelphia,AR,1546,Private,South East,0.636,25,37349,10407,57762,0.494505495,0.789899979,0.127799997,0.076300001,0.023699999,0.532846715,0.570512821,14778,41200
Our Lady of the Lake University,San Antonio,TX,1383,Private,South West,0.9273,19,39203,19461,64836,0.692671395,0.676100006,0.0771,0.565400009,0.018099999,0.311594203,0.45320197,18808,39300
Ozark Christian College,Joplin,MO,600,Private,Plains,0.5755,24,22324,8922,45693,0.502040816,0.895800018,0.031800001,0.048699999,0.0115,0.454545455,0.445544554,14500,30500
Pace University,New York,NY,8439,Private,Mid East,0.7587,25,61607,21158,110403,0.653438434,0.692600021,0.138000002,0.155299997,0.065999999,0.445292621,0.539384846,18750,60300
Pacific Lutheran University,Tacoma,WA,2739,Private,Far West,0.7979,24,53352,18734,70677,0.646341463,0.816600037,0.040500002,0.0627,0.050900002,0.555555556,0.667431193,19542,49400
Pacific Northwest College of Art,Portland,OR,448,Private,Far West,0.9309,NA,51712,20652,52803,0.732620321,0.808600006,0.057199998,0.081700001,0.048499999,0.325,0.347826087,16517,27400
Pacific Oaks College,Pasadena,CA,476,Private,Far West,0.3095,NA,NA,23761,54342,0.934156379,0.562299995,0.086700001,0.382200012,0.090699997,NA,NA,21875,42800
Pacific Union College,Angwin,CA,1038,Private,Far West,0.4944,22,42620,16868,56565,0.61641541,0.702900009,0.045500002,0.198600006,0.090500002,0.454022989,0.453061224,21500,51700
Pacific University,Forest Grove,OR,1820,Private,Far West,0.8531,24,57488,24321,74376,0.605876393,0.751200027,0.0154,0.093199997,0.098699999,0.567307692,0.694444444,18907,46600
Paine College,Augusta,GA,453,Private,South East,0.3972,16,24745,10037,42642,0.55483871,0.452700005,0.493400002,0.0427,0.0162,0.135135135,0.25974026,18500,28200
Palm Beach Atlantic University,West Palm Beach,FL,2400,Private,South East,0.9529,23,45037,17279,68508,0.678321678,0.775500031,0.149899998,0.110699997,0.0187,0.41314554,0.468302658,15000,40600
Park University,Parkville,MO,9191,Private,Plains,NA,NA,21665,9571,60579,0.541274817,0.762099991,0.111899996,0.233999996,0.0179,0.288256228,0.372393961,12295,45900
Paul Quinn College,Dallas,TX,549,Private,South West,0.9009,15,18050,7602,41193,0.56448203,0.431399994,0.413499985,0.219899998,0.021400001,NA,NA,9500,27700
Paul Smiths College of Arts and Science,Paul Smiths,NY,740,Private,Mid East,0.8618,NA,44551,13372,49788,0.354661792,0.910999985,0.044200001,0.033800001,0.0125,0.330543933,0.379310345,15000,35300
Peirce College,Philadelphia,PA,1260,Private,Mid East,NA,NA,18260,15882,66924,0.710854947,0.484799995,0.410400009,0.070100002,0.0427,0.170212766,0.198675497,18475,46500
Pennsylvania State University-Main Campus,University Park,PA,40108,Public,Mid East,0.5649,28,36048,29309,100251,0.501226005,0.875999985,0.073400002,0.0347,0.0223,0.544184832,0.602534718,19500,50100
Pennsylvania State University-Penn State Abington,Abington,PA,3683,Public,Mid East,0.8475,24,27348,5114,73728,0.501226005,0.875999985,0.073400002,0.0347,0.0223,0.544184832,0.602534718,19500,50100
Pennsylvania State University-Penn State Altoona,Altoona,PA,3220,Public,Mid East,0.9088,23,30272,6005,72108,0.501226005,0.875999985,0.073400002,0.0347,0.0223,0.544184832,0.602534718,19500,50100
Pennsylvania State University-Penn State Beaver,Monaca,PA,576,Public,Mid East,0.6433,23,24125,8055,76743,0.501226005,0.875999985,0.073400002,0.0347,0.0223,0.544184832,0.602534718,19500,50100
Pennsylvania State University-Penn State Berks,Reading,PA,2509,Public,Mid East,0.8723,24,29402,5994,78282,0.501226005,0.875999985,0.073400002,0.0347,0.0223,0.544184832,0.602534718,19500,50100
Pennsylvania State University-Penn State Brandywine,Media,PA,1313,Public,Mid East,0.8685,25,28196,5863,77805,0.501226005,0.875999985,0.073400002,0.0347,0.0223,0.544184832,0.602534718,19500,50100
Pennsylvania State University-Penn State Erie-Behrend College,Erie,PA,4117,Public,Mid East,0.8912,25,30604,6895,81855,0.501226005,0.875999985,0.073400002,0.0347,0.0223,0.544184832,0.602534718,19500,50100
Pennsylvania State University-Penn State Fayette- Eberly,Lemont Furnace,PA,637,Public,Mid East,0.8045,19,22870,6850,69309,0.501226005,0.875999985,0.073400002,0.0347,0.0223,0.544184832,0.602534718,19500,50100
Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,456,Public,Mid East,0.8728,25,25700,10673,74907,0.501226005,0.875999985,0.073400002,0.0347,0.0223,0.544184832,0.602534718,19500,50100
Pennsylvania State University-Penn State Harrisburg,Middletown,PA,4162,Public,Mid East,0.8775,25,29221,6235,87822,0.501226005,0.875999985,0.073400002,0.0347,0.0223,0.544184832,0.602534718,19500,50100
Pennsylvania State University-Penn State Hazleton,Hazleton,PA,634,Public,Mid East,0.8584,24,27582,8142,78003,0.501226005,0.875999985,0.073400002,0.0347,0.0223,0.544184832,0.602534718,19500,50100
Pennsylvania State University-Penn State Lehigh Valley,Center Valley,PA,841,Public,Mid East,0.8536,24,26729,6139,66528,0.501226005,0.875999985,0.073400002,0.0347,0.0223,0.544184832,0.602534718,19500,50100
Pennsylvania State University-Penn State Mont Alto,Mont Alto,PA,710,Public,Mid East,0.7617,25,27014,7576,73530,0.501226005,0.875999985,0.073400002,0.0347,0.0223,0.544184832,0.602534718,19500,50100
Pennsylvania State University-Penn State New Kensington,New Kensington,PA,567,Public,Mid East,0.8005,22,23955,7691,72090,0.501226005,0.875999985,0.073400002,0.0347,0.0223,0.544184832,0.602534718,19500,50100
Pennsylvania State University-Penn State Schuylkill,Schuylkill Haven,PA,564,Public,Mid East,0.7367,NA,25726,6746,74484,0.501226005,0.875999985,0.073400002,0.0347,0.0223,0.544184832,0.602534718,19500,50100
Pennsylvania State University-Penn State Scranton,Dunmore,PA,970,Public,Mid East,0.8228,19,24371,5497,73989,0.501226005,0.875999985,0.073400002,0.0347,0.0223,0.544184832,0.602534718,19500,50100
Pennsylvania State University-Penn State Wilkes-Barre,Lehman,PA,401,Public,Mid East,0.8601,26,24039,7950,75312,0.501226005,0.875999985,0.073400002,0.0347,0.0223,0.544184832,0.602534718,19500,50100
Pennsylvania State University-Penn State York,York,PA,888,Public,Mid East,0.8534,23,25651,6203,78588,0.501226005,0.875999985,0.073400002,0.0347,0.0223,0.544184832,0.602534718,19500,50100
Pennsylvania State University-World Campus,University Park,PA,8102,Public,Mid East,0.5426,24,27667,5311,108513,0.501226005,NA,NA,NA,NA,0.544184832,0.602534718,19500,50100
Pepperdine University,Malibu,CA,3619,Private,Far West,0.3565,29,70862,31625,111483,0.587537092,0.737399979,0.057399998,0.1725,0.078800001,0.720472441,0.836228288,21500,65500
Peru State College,Peru,NE,1324,Public,Plains,NA,NA,19904,4021,62388,0.540476191,0.910199966,0.040599999,0.035999999,0.0108,0.244897959,0.398268398,13460,37500
Pfeiffer University,Misenheimer,NC,900,Private,South East,0.6453,20,42382,12209,61272,0.537373737,0.761399994,0.177999992,0.051500001,0.0196,0.34,0.478672986,15280,39200
Philander Smith College,Little Rock,AR,1000,Private,South East,NA,NA,25290,7747,54405,0.623243934,0.480800018,0.461599998,0.049299998,0.0142,0.213333333,0.424,9500,24400
Piedmont College,Demorest,GA,1217,Private,South East,0.5961,22,37806,13170,62073,0.6679198,0.823899994,0.124200001,0.0479,0.017,0.539130435,0.573529412,16218,40600
Piedmont International University,Winston-Salem,NC,496,Private,South East,0.3448,18,21224,6974,28872,0.483870968,NA,NA,NA,NA,0.176056338,0.106557377,10500,NA
Pillar College,Newark,NJ,445,Private,Mid East,NA,NA,34532,18319,51957,0.675675676,0.705299988,0.1471,0.124300003,0.0752,0.19047619,0.401869159,15375,NA
Pittsburg State University,Pittsburg,KS,5067,Public,Plains,0.8958,23,18102,5364,66285,0.511989903,0.909199982,0.03,0.030999999,0.0089,0.434944238,0.49872449,14000,39400
Pitzer College,Claremont,CA,1072,Private,Far West,0.1333,NA,70500,50757,99936,0.583333333,0.628499985,0.086099997,0.278400002,0.096099997,NA,NA,12579,48700
Plymouth State University,Plymouth,NH,4135,Public,New England,0.824,NA,27109,9959,77409,0.535545024,0.951200027,0.0129,0.0192,0.0142,0.449304175,0.560798548,17158,41700
Point Loma Nazarene University,San Diego,CA,3130,Private,Far West,0.6893,27,49512,21015,91701,0.685501859,0.729100037,0.0395,0.219300003,0.070900002,0.689655172,0.741666667,19500,50900
Point Park University,Pittsburgh,PA,3170,Private,Mid East,0.6507,23,42216,15639,73323,0.630620985,0.843799973,0.121400003,0.018099999,0.014,0.483783784,0.529945554,21500,37100
Point University,West Point,GA,1029,Private,South East,0.5318,19,32000,9966,55746,0.432946146,0.699000015,0.250599995,0.044000001,0.017,0.272727273,0.494845361,9500,32500
Pomona College,Claremont,CA,1549,Private,Far West,0.0761,33,69725,22245,121059,0.501886793,0.687699966,0.090100002,0.185100002,0.086099997,NA,NA,9959,58100
Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,PR,510,Private,Outlying Territories,0.9924,NA,14025,13921,36081,0.584302326,0.838600006,0.052399998,0.989499969,0.0014,0.209659715,0.290679305,10092,18500
Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,PR,1155,Private,Outlying Territories,0.962,NA,13521,11829,33408,0.584302326,0.838600006,0.052399998,0.989499969,0.0014,0.209659715,0.290679305,10092,18500
Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,5144,Private,Outlying Territories,0.9171,NA,15161,5748,37485,0.584302326,0.838600006,0.052399998,0.989499969,0.0014,0.209659715,0.290679305,10092,18500
Portland State University,Portland,OR,18541,Public,Far West,0.902,22,21159,9467,86850,0.582363316,0.830299988,0.034300001,0.077199998,0.049099998,0.41129744,0.428471738,16500,44700
Post University,Waterbury,CT,9017,Private,New England,0.5301,NA,28866,11267,55746,0.725528947,0.750500031,0.143400002,0.113900003,0.024200001,0.165799257,0.102080624,9500,40900
Prairie View A & M University,Prairie View,TX,8524,Public,South West,0.7434,19,23579,5412,73845,0.610039507,0.490800018,0.342400017,0.217199993,0.0372,0.267065868,0.343295638,17749,35700
Pratt Institute-Main,Brooklyn,NY,3591,Private,Mid East,0.507,28,65249,33625,96525,0.706603774,0.758199997,0.110500002,0.115100002,0.0579,0.68627451,0.636363636,20000,43400
Presbyterian College,Clinton,SC,973,Private,South East,0.6885,22,51693,17015,72162,0.489361702,0.748600006,0.211399994,0.0299,0.014400001,0.572916667,0.682926829,18600,44500
Presentation College,Aberdeen,SD,681,Private,Plains,0.9656,21,31998,15055,47142,0.671592775,0.885800018,0.0049,0.0201,0.0058,0.281553398,0.464864865,13905,34700
Princeton University,Princeton,NJ,5301,Private,Mid East,0.0548,34,66950,12995,181665,0.51364366,0.729499969,0.132799997,0.11,0.061199999,0.843575419,0.929936306,8500,74700
Principia College,Elsah,IL,441,Private,Great Lakes,0.9195,26,NA,6228,69174,NA,NA,NA,NA,NA,NA,NA,NA,NA
Providence College,Providence,RI,4079,Private,New England,0.4897,28,64808,26713,95724,0.577102804,0.888199997,0.0399,0.0527,0.028800001,0.810397554,0.813471503,27000,64100
Purdue University-Main Campus,West Lafayette,IN,33495,Public,Great Lakes,0.5798,29,22430,16369,111762,0.47320725,0.894800034,0.05,0.043200002,0.021500001,0.682308775,0.760939168,15750,55100
Purdue University Fort Wayne,Fort Wayne,IN,7270,Public,Great Lakes,0.9661,22,18073,6651,68787,0.587204451,0.893399963,0.061700001,0.036300001,0.0104,0.275754422,0.323954373,12019,36500
Purdue University Global,Indianapolis,IN,1255,Public,Great Lakes,NA,NA,NA,6583,41670,0.796749238,NA,NA,NA,NA,0.244149928,0.252434881,12500,NA
Purdue University Global-Augusta,Augusta,ME,413,Public,New England,NA,NA,20624,9138,54360,0.796749238,NA,NA,NA,NA,0.244149928,0.252434881,12500,33900
Purdue University Global-Davenport,Davenport,IA,23042,Public,Plains,NA,NA,21413,8871,NA,0.796749238,0.745699997,0.153100004,0.1021,0.025899999,0.244149928,0.252434881,12500,33900
Purdue University Global-Hagerstown,Hagerstown,MD,409,Public,Mid East,NA,NA,NA,10227,NA,0.796749238,0.898300018,0.067199998,0.019299999,0.0121,0.244149928,0.252434881,12500,33900
Purdue University Northwest,Hammond,IN,8244,Public,Great Lakes,0.3108,22,16949,7388,76689,NA,NA,NA,NA,NA,NA,NA,13250,NA
Queens University of Charlotte,Charlotte,NC,1695,Private,South East,0.7854,24,48369,12169,67761,0.733618234,0.747699966,0.188999996,0.050300002,0.023399999,0.419354839,0.491620112,20328,42200
Quincy University,Quincy,IL,916,Private,Great Lakes,0.6815,22,39884,8332,50166,0.53869969,0.84,0.105799999,0.048400002,0.0162,0.37398374,0.448888889,12000,39500
Quinnipiac University,Hamden,CT,7371,Private,New England,0.7247,26,63157,28477,99711,0.623208191,0.878000031,0.0475,0.057399998,0.0345,0.702247191,0.76744186,20875,63300
Radford University,Radford,VA,7880,Public,South East,0.7458,NA,23125,6826,74997,0.595013991,0.830199966,0.1154,0.0296,0.025,0.564755839,0.624420402,16000,43000
Radford University-Carilion,Roanoke,VA,774,Private,South East,0.2995,19,40764,19905,62145,0.830985916,0.841999969,0.126499996,0.016900001,0.0109,0.625,0.586956522,18250,54000
Ramapo College of New Jersey,Mahwah,NJ,5262,Public,Mid East,0.6289,24,27907,10021,94563,0.559659091,0.805800018,0.074899998,0.105100002,0.058000002,0.592668024,0.703030303,18750,53200
Randolph-Macon College,Ashland,VA,1478,Private,South East,0.6711,24,53515,17641,75078,0.546191248,0.783899994,0.158000002,0.031400001,0.0274,0.604790419,0.691891892,23250,49100
Randolph College,Lynchburg,VA,587,Private,South East,0.8668,22,54270,12963,75474,0.714689266,0.778300018,0.141099997,0.063299999,0.028,0.478873239,0.535353535,17500,39700
Rasmussen College-Florida,Ocala,FL,8740,Private,South East,NA,NA,23123,12148,56907,0.814446146,0.877900009,0.078400002,0.0596,0.009,0.259009009,0.373219373,10923,32600
Reed College,Portland,OR,1456,Private,Far West,0.3503,32,69734,33701,96408,0.576086957,0.800599976,0.060300002,0.090299997,0.058099999,0.766233766,0.752688172,11298,42200
Regent University,Virginia Beach,VA,4161,Private,South East,0.8167,22,29366,12605,73575,0.653869969,0.681600037,0.232900009,0.056500001,0.0328,0.429166667,0.411311054,9500,41600
Regis College,Weston,MA,1395,Private,New England,0.7753,NA,56683,18368,73269,0.789634146,0.728300018,0.145799999,0.085100002,0.045500002,0.492957746,0.575510204,24125,47500
Regis University,Denver,CO,3926,Private,Rocky Mountains,0.6029,24,48280,15755,65655,0.641229465,0.822399979,0.050799999,0.135200005,0.031900001,0.404661017,0.577514793,19241,56400
Reinhardt University,Waleska,GA,1425,Private,South East,0.898,21,36125,12417,55341,0.42791762,0.856900024,0.083699999,0.06,0.0162,0.182692308,0.204301075,11000,36600
Rensselaer Polytechnic Institute,Troy,NY,6590,Private,Mid East,0.4299,31,70132,27840,112986,0.344230769,0.858000031,0.0596,0.066999998,0.035899999,0.805359661,0.823529412,23250,82000
Resurrection University,Chicago,IL,734,Private,Great Lakes,NA,NA,NA,22437,69516,0.807909605,0.628800011,0.191100006,0.202700005,0.051599998,NA,NA,25000,71100
Rhode Island College,Providence,RI,6480,Public,New England,0.7346,18,16619,6657,73071,0.685519692,0.858199997,0.0446,0.079400001,0.021099999,0.428846154,0.441284404,14477,41400
Rhode Island School of Design,Providence,RI,1994,Private,New England,0.2387,29,67556,40914,95031,0.661214953,0.809000015,0.075900002,0.088800001,0.0573,0.838709677,0.820143885,25000,51100
Rhodes College,Memphis,TN,1985,Private,South East,0.4455,30,61236,18944,76419,0.542743539,0.785899963,0.153400002,0.053000002,0.024000001,0.75,0.833333333,19500,53600
Rice University,Houston,TX,3962,Private,South West,0.1113,34,63158,23358,143865,0.451816746,0.747600021,0.107200003,0.170699997,0.054200001,0.852040816,0.917525773,10250,65400
Rider University,Lawrenceville,NJ,3830,Private,Mid East,0.6967,23,57672,21510,99711,0.597790055,0.803000031,0.103199997,0.064699998,0.049200001,0.561611374,0.6608,20500,50600
Ringling College of Art and Design,Sarasota,FL,1559,Private,South East,0.6691,NA,64554,36642,77022,0.683712121,0.850199966,0.0829,0.093800001,0.0229,0.733333333,0.7,26000,33200
Ripon College,Ripon,WI,787,Private,Great Lakes,0.69,24,52216,15608,68049,0.496042216,0.914599991,0.030899999,0.043099999,0.0178,0.576470588,0.68627451,22812,45500
Rivier University,Nashua,NH,1376,Private,New England,0.7261,NA,44453,11779,66150,0.766149871,0.932300034,0.014,0.033499999,0.023299999,0.555555556,0.54248366,19299,45400
Roanoke College,Salem,VA,1981,Private,South East,0.7249,25,58293,15783,69480,0.5968523,0.8675,0.085299997,0.026700001,0.021600001,0.625,0.669781931,24250,44700
Robert Morris University,Moon Township,PA,3979,Private,Mid East,0.8413,25,44962,19074,106857,0.486778198,0.897900009,0.073499999,0.013,0.0126,0.576068376,0.59760274,22617,47700
Robert Morris University Illinois,Chicago,IL,1653,Private,Great Lakes,0.634,NA,37711,17368,66825,0.488625124,0.556699982,0.301200008,0.176900005,0.0279,0.341715976,0.338541667,15000,32300
Roberts Wesleyan College,Rochester,NY,1329,Private,Mid East,0.6461,24,43338,15707,58824,0.751764706,0.868700027,0.085299997,0.033599999,0.0134,0.47107438,0.648902821,19500,40900
Rochester Institute of Technology,Rochester,NY,12886,Private,Mid East,0.6602,30,54334,22053,94077,0.353158327,0.86,0.069899998,0.0529,0.028199999,0.521789657,0.659012629,23000,62400
Rochester University,Rochester Hills,MI,907,Private,Great Lakes,1,20,30039,12666,52749,0.662480377,0.779400024,0.169400005,0.023900001,0.021199999,0.347222222,0.438095238,15364,35300
Rockford University,Rockford,IL,972,Private,Great Lakes,0.4903,21,40569,15223,51561,0.56996587,0.813000031,0.102299995,0.092200003,0.0197,0.3875,0.611111111,18750,45200
Rockhurst University,Kansas City,MO,1579,Private,Plains,0.6612,25,50180,16256,65313,0.621004566,0.841100006,0.099099998,0.046100001,0.016799999,0.646706587,0.713793103,15734,50800
Rocky Mountain College,Billings,MT,879,Private,Rocky Mountains,0.5845,23,38639,14223,58500,0.517311609,0.853099976,0.0096,0.041999998,0.0089,0.363013699,0.427536232,15999,38800
Rocky Mountain College of Art and Design,Lakewood,CO,1051,Private,Rocky Mountains,NA,NA,25620,17968,36459,0.686588921,0.844700012,0.034100001,0.138999996,0.0278,0.255319149,0.265,16750,33000
Roger Williams University,Bristol,RI,4347,Private,New England,0.8609,NA,52139,19077,108315,0.586839267,0.915400009,0.0277,0.038299999,0.023599999,0.648325359,0.649411765,19500,50500
Rogers State University,Claremore,OK,3162,Public,South West,NA,NA,19320,5847,47439,0.627231005,0.756500015,0.0355,0.0303,0.0065,0.148063781,0.214105793,9500,34000
Rollins College,Winter Park,FL,2571,Private,South East,0.6664,NA,65487,19635,73134,0.6425,0.804199982,0.103999996,0.128400002,0.028,0.682539683,0.705501618,21643,45700
Roosevelt University,Chicago,IL,2377,Private,Great Lakes,0.6485,24,43501,19253,75951,0.66152768,0.627000008,0.234599991,0.140600004,0.048299999,0.403225806,0.469951923,18000,43600
Rose-Hulman Institute of Technology,Terre Haute,IN,2073,Private,Great Lakes,0.682,31,65031,26939,99243,0.285945073,0.898700027,0.048800001,0.0349,0.0204,NA,NA,24834,80900
Roseman University of Health Sciences,Henderson,NV,656,Private,Far West,NA,NA,NA,43171,90846,0.742937853,NA,NA,NA,NA,NA,NA,25000,NA
Rosemont College,Rosemont,PA,544,Private,Mid East,0.8866,20,33685,13160,50265,0.637681159,0.578800011,0.317700005,0.0775,0.0423,0.291666667,0.442857143,17750,44700
Rowan University,Glassboro,NJ,15755,Public,Mid East,0.7272,24,31180,12155,78237,0.487541138,0.795400009,0.116599998,0.0773,0.033699999,0.568519969,0.651952462,16750,50000
Rust College,Holly Springs,MS,846,Private,South East,0.5322,NA,16490,10534,41103,0.572661871,0.359500008,0.604300003,0.0321,0.0082,0.215909091,0.221698113,11717,24100
Rutgers University-Camden,Camden,NJ,5618,Public,Mid East,0.7138,20,26097,13810,102186,0.553944444,0.717900009,0.133299999,0.116199999,0.075100002,0.642521797,0.720873291,18750,57900
Rutgers University-New Brunswick,New Brunswick,NJ,35656,Public,Mid East,0.6011,28,29877,14088,106587,0.553944444,0.717900009,0.133299999,0.116199999,0.075100002,0.642521797,0.720873291,18750,57900
Rutgers University-Newark,Newark,NJ,8761,Public,Mid East,0.6274,22,25083,18723,122823,0.553944444,0.717900009,0.133299999,0.116199999,0.075100002,0.642521797,0.720873291,18750,57900
Sacred Heart University,Fairfield,CT,5907,Private,New England,0.6044,NA,57542,22999,82107,0.66259058,0.844899979,0.068699999,0.082700005,0.0329,0.604294479,0.603773585,20265,56000
SAE Expression College,Emeryville,CA,603,Private,Far West,NA,NA,32771,14361,38538,0.225316456,0.5875,0.130200005,0.165599995,0.144499998,0.516556291,0.548387097,18750,48400
Saginaw Valley State University,University Center,MI,7431,Public,Great Lakes,0.7739,23,20893,9238,74520,0.60056391,0.881999969,0.077399998,0.032,0.0084,0.285380117,0.3832,19500,39300
Saint Ambrose University,Davenport,IA,2289,Private,Plains,0.6269,23,44319,18419,66645,0.595194085,0.901200027,0.0473,0.048699999,0.0147,0.561688312,0.621621622,20500,47300
Saint Anselm College,Manchester,NH,2016,Private,New England,0.7664,27,56405,20942,80118,0.602853746,0.924599991,0.021300001,0.0321,0.023599999,0.737804878,0.802083333,26803,58300
Saint Augustine's University,Raleigh,NC,767,Private,South East,0.6341,15,32156,14048,53244,0.435483871,0.495600014,0.42,0.073000002,0.0249,0.244827586,0.330543933,11000,27300
Saint Cloud State University,Saint Cloud,MN,8983,Public,Plains,0.862,21,19401,5668,88218,0.549813201,0.935400009,0.0176,0.020799999,0.0179,0.347470238,0.417040359,14250,44200
Saint Edward's University,Austin,TX,3757,Private,South West,0.8639,25,57226,23419,78066,0.621621622,0.754899979,0.070599999,0.2925,0.033599999,0.501672241,0.573260073,19988,46500
Saint Francis University,Loretto,PA,1668,Private,Mid East,0.7538,23,49177,14425,64494,0.644993498,0.912600021,0.053899999,0.020599999,0.0136,0.47,0.650406504,27000,52200
Saint John Fisher College,Rochester,NY,2728,Private,Mid East,0.6445,24,46635,20828,84510,0.609722222,0.891100006,0.063499999,0.031300001,0.0152,0.646875,0.750972763,20000,47800
Saint Johns University,Collegeville,MN,1667,Private,Plains,0.797,25,56340,18304,76698,NA,0.927399979,0.0222,0.026300001,0.0205,NA,NA,23250,60600
Saint Joseph's College of Maine,Standish,ME,1412,Private,New England,0.8362,21,49818,12717,55764,0.639004149,0.941800003,0.0224,0.020699999,0.0114,0.446043165,0.483443709,16745,43400
Saint Joseph's University,Philadelphia,PA,4814,Private,Mid East,0.7632,26,60391,22994,94932,0.59298441,0.802200012,0.126800003,0.040799999,0.038399999,0.69751693,0.729090909,20250,59600
Saint Leo University,Saint Leo,FL,8484,Private,South East,0.6026,23,36961,11346,72630,0.672127016,0.724700012,0.196000004,0.081899996,0.023299999,0.375782881,0.395927602,15750,43800
Saint Louis University,Saint Louis,MO,6917,Private,Plains,0.5753,28,56344,21474,93465,0.624110672,0.825699997,0.119300003,0.0376,0.024000001,0.607142857,0.653038674,20500,56500
Saint Luke's College of Health Sciences,Kansas City,MO,513,Private,Plains,NA,NA,NA,12801,68895,0.914814815,0.883099976,0.062199998,0.035599999,0.0191,NA,NA,17342,62300
Saint Martin's University,Lacey,WA,1284,Private,Far West,0.9563,21,49064,18082,59940,0.587521664,0.808199997,0.041700001,0.060700002,0.052800002,0.598870056,0.580808081,17187,47800
Saint Mary's College,Notre Dame,IN,1439,Private,Great Lakes,0.819,25,54787,18549,66555,NA,0.876999969,0.056900001,0.0498,0.0252,NA,NA,25000,46200
Saint Mary's College of California,Moraga,CA,2781,Private,Far West,0.7719,25,65419,22631,97317,0.629740519,0.668700027,0.059200001,0.184699993,0.124399996,0.604895105,0.608374384,21500,56300
Saint Mary's University of Minnesota,Winona,MN,1409,Private,Plains,0.9147,23,45203,13209,62091,0.597074468,0.876800003,0.046100001,0.0479,0.0304,0.54954955,0.623076923,17776,47800
Saint Mary-of-the-Woods College,Saint Mary of the Woods,IN,707,Private,Great Lakes,0.721,20,42462,13270,47331,0.91314554,0.921100006,0.0452,0.0227,0.0108,NA,NA,12260,32300
Saint Michael's College,Colchester,VT,1655,Private,New England,0.8265,NA,57461,24234,77139,0.615151515,0.937099991,0.020999999,0.0227,0.0172,0.691891892,0.748091603,24213,50800
Saint Norbert College,De Pere,WI,2099,Private,Great Lakes,0.7768,25,47602,19773,67698,0.570498915,0.921500015,0.0229,0.030799999,0.0197,0.522321429,0.56462585,21500,46400
Saint Peter's University,Jersey City,NJ,2512,Private,Mid East,0.7424,20,46196,17359,78264,0.63898917,0.561399994,0.220300007,0.229799995,0.076500001,0.352697095,0.418461538,17621,45800
Saint Vincent College,Latrobe,PA,1607,Private,Mid East,0.6835,22,47807,13333,70137,0.448840382,0.934800034,0.043699999,0.0099,0.0089,NA,NA,24250,47600
Saint Xavier University,Chicago,IL,2943,Private,Great Lakes,0.7395,22,40553,17256,65619,0.664906103,0.691999969,0.208400002,0.120699997,0.020799999,0.471428571,0.581521739,18000,48200
Salem College,Winston-Salem,NC,674,Private,South East,0.3947,25,45077,9006,54558,NA,0.768300018,0.177800007,0.050900002,0.0135,NA,NA,19506,36300
Salem State University,Salem,MA,6369,Public,New England,0.847,23,24954,9151,80721,0.647092199,0.84,0.054899998,0.080600004,0.035799999,0.468242245,0.590402742,19197,43500
Salem University,Salem,WV,747,Private,South East,NA,NA,27128,11947,30339,0.548271752,0.802399979,0.142799997,0.043000002,0.019400001,0.201612903,0.262931034,9337,28900
Salisbury University,Salisbury,MD,7444,Public,Mid East,0.6217,NA,24288,7258,72135,0.59568299,0.776200027,0.165799999,0.0303,0.028199999,0.575675676,0.675222113,15900,50500
Salve Regina University,Newport,RI,1996,Private,New England,0.7617,NA,56361,18445,78444,0.714140387,0.902399979,0.0348,0.042800002,0.0246,0.551948052,0.717032967,26717,53500
Sam Houston State University,Huntsville,TX,18498,Public,South West,0.7854,21,21345,8590,69696,0.661414247,0.731600037,0.137299995,0.189799995,0.0279,0.451379763,0.537763104,16069,44600
Samford University,Birmingham,AL,3524,Private,South East,0.8208,26,46474,19266,79992,0.658878505,0.809100037,0.146999998,0.0325,0.016900001,0.609271523,0.671009772,15500,49900
Samuel Merritt University,Oakland,CA,762,Private,Far West,NA,NA,NA,28900,95814,0.806104129,0.642099991,0.073000002,0.159200001,0.153299999,NA,NA,18750,111100
San Diego Christian College,Santee,CA,448,Private,Far West,0.6013,20,45605,19997,60732,0.543123543,0.723300018,0.050599999,0.228999996,0.063499999,0.298780488,0.317535545,15250,36700
San Diego State University,San Diego,CA,30018,Public,Far West,0.3458,25,22990,6737,98127,0.584202042,0.648700027,0.057600002,0.285699997,0.097299995,0.656709559,0.702228224,13715,51000
San Francisco State University,San Francisco,CA,25799,Public,Far West,0.7176,20,24434,5482,96696,0.584023669,0.556100006,0.081800003,0.200400009,0.205699997,0.5,0.527612827,13000,49200
San Jose State University,San Jose,CA,27125,Public,Far West,0.5466,23,24514,6385,95634,0.521976626,0.524399986,0.051100001,0.269300003,0.222299995,0.514889944,0.602536998,12899,56100
